isolateAccession,ST,ST,,isolateAccession,Source,Source,,isolateAccession,State,State,,isolateAccession,Year,Year,,isolateAccession,Legionella pneumophila str. Lens plasmid pLPL,Legionella pneumophila C9_S plasmid unamed2,Legionella pneumophila FFI102 ,Legionella pneumophila LG57 plasmid pLG57,Legionella pneumophila plasmid pLELO,Legionella sainthelensi LA01-117 plasmid pLA01-117_150k,,,,isolateAccession,CAS-TypeIA,CAS-TypeIC,CAS-TypeIF,CAS-TypeIIB,,,,,,,isolateAccession,,
C331-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C331-S_NY-2017-CS-ST222,#800080,COL#800080,,C331-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C331-S_NY-2017-CS-ST222,#252525,COL#252525,,C331-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C331-S_NY-2017-CS-ST222,0,0,0,0,0,0","C331-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C331-S_NY-2017-CS-ST222,0,0,0,0,,"C331-S_NY-2017-CS-ST222,0,0,0,0","C331-S_NY-2017-CS-ST222,0,0,0,0",,,,C331-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C332-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C332-S_NY-2017-CS-ST222,#800080,COL#800080,,C332-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C332-S_NY-2017-CS-ST222,#252525,COL#252525,,C332-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C332-S_NY-2017-CS-ST222,0,0,0,0,0,0","C332-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C332-S_NY-2017-CS-ST222,0,1,0,0,,"C332-S_NY-2017-CS-ST222,0,1,0,0","C332-S_NY-2017-CS-ST222,0,1,0,0",,,,C332-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C333-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C333-S_NY-2017-CS-ST222,#800080,COL#800080,,C333-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C333-S_NY-2017-CS-ST222,#252525,COL#252525,,C333-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C333-S_NY-2017-CS-ST222,0,0,0,0,0,0","C333-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C333-S_NY-2017-CS-ST222,0,1,0,0,,"C333-S_NY-2017-CS-ST222,0,1,0,0","C333-S_NY-2017-CS-ST222,0,1,0,0",,,,C333-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C334-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C334-S_NY-2017-CS-ST222,#800080,COL#800080,,C334-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C334-S_NY-2017-CS-ST222,#252525,COL#252525,,C334-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C334-S_NY-2017-CS-ST222,0,0,0,0,0,0","C334-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C334-S_NY-2017-CS-ST222,0,1,0,0,,"C334-S_NY-2017-CS-ST222,0,1,0,0","C334-S_NY-2017-CS-ST222,0,1,0,0",,,,C334-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C335-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C335-S_NY-2017-CS-ST222,#800080,COL#800080,,C335-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C335-S_NY-2017-CS-ST222,#252525,COL#252525,,C335-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C335-S_NY-2017-CS-ST222,0,0,0,0,0,0","C335-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C335-S_NY-2017-CS-ST222,0,1,0,0,,"C335-S_NY-2017-CS-ST222,0,1,0,0","C335-S_NY-2017-CS-ST222,0,1,0,0",,,,C335-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C336-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C336-S_NY-2017-CS-ST222,#800080,COL#800080,,C336-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C336-S_NY-2017-CS-ST222,#252525,COL#252525,,C336-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C336-S_NY-2017-CS-ST222,0,0,0,0,0,0","C336-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C336-S_NY-2017-CS-ST222,0,2,0,0,,"C336-S_NY-2017-CS-ST222,0,2,0,0","C336-S_NY-2017-CS-ST222,0,2,0,0",,,,C336-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C337-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C337-S_NY-2017-CS-ST222,#800080,COL#800080,,C337-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C337-S_NY-2017-CS-ST222,#252525,COL#252525,,C337-S_NY-2017-CS-ST222,100,0,0,0,0,0,"C337-S_NY-2017-CS-ST222,100,0,0,0,0,0","C337-S_NY-2017-CS-ST222,100,0,0,0,0,0",,C337-S_NY-2017-CS-ST222,0,1,1,0,,"C337-S_NY-2017-CS-ST222,0,1,1,0","C337-S_NY-2017-CS-ST222,0,1,1,0",,,,C337-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C338-S_NY-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C338-S_NY-2016-CS-ST222,#800080,COL#800080,,C338-S_NY-2016-CS-ST222,#fabed4,COL#fabed4,,C338-S_NY-2016-CS-ST222,#252525,COL#252525,,C338-S_NY-2016-CS-ST222,0,0,0,0,0,0,"C338-S_NY-2016-CS-ST222,0,0,0,0,0,0","C338-S_NY-2016-CS-ST222,0,0,0,0,0,0",,C338-S_NY-2016-CS-ST222,0,1,0,0,,"C338-S_NY-2016-CS-ST222,0,1,0,0","C338-S_NY-2016-CS-ST222,0,1,0,0",,,,C338-S_NY-2016-CS-ST222,#e6194B,COL#e6194B
C339-S_NY-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C339-S_NY-2018-CS-ST222,#800080,COL#800080,,C339-S_NY-2018-CS-ST222,#fabed4,COL#fabed4,,C339-S_NY-2018-CS-ST222,#252525,COL#252525,,C339-S_NY-2018-CS-ST222,0,0,0,0,0,0,"C339-S_NY-2018-CS-ST222,0,0,0,0,0,0","C339-S_NY-2018-CS-ST222,0,0,0,0,0,0",,C339-S_NY-2018-CS-ST222,0,1,0,0,,"C339-S_NY-2018-CS-ST222,0,1,0,0","C339-S_NY-2018-CS-ST222,0,1,0,0",,,,C339-S_NY-2018-CS-ST222,#e6194B,COL#e6194B
C340-S_NY-2017-CS-ST222,#3c6ff8,COL#3c6ff8,,C340-S_NY-2017-CS-ST222,#800080,COL#800080,,C340-S_NY-2017-CS-ST222,#fabed4,COL#fabed4,,C340-S_NY-2017-CS-ST222,#252525,COL#252525,,C340-S_NY-2017-CS-ST222,0,0,0,0,0,0,"C340-S_NY-2017-CS-ST222,0,0,0,0,0,0","C340-S_NY-2017-CS-ST222,0,0,0,0,0,0",,C340-S_NY-2017-CS-ST222,0,1,0,0,,"C340-S_NY-2017-CS-ST222,0,1,0,0","C340-S_NY-2017-CS-ST222,0,1,0,0",,,,C340-S_NY-2017-CS-ST222,#e6194B,COL#e6194B
C341-S_NY-2015-CS-ST222,#3c6ff8,COL#3c6ff8,,C341-S_NY-2015-CS-ST222,#800080,COL#800080,,C341-S_NY-2015-CS-ST222,#fabed4,COL#fabed4,,C341-S_NY-2015-CS-ST222,#252525,COL#252525,,C341-S_NY-2015-CS-ST222,0,0,0,0,0,0,"C341-S_NY-2015-CS-ST222,0,0,0,0,0,0","C341-S_NY-2015-CS-ST222,0,0,0,0,0,0",,C341-S_NY-2015-CS-ST222,0,1,0,0,,"C341-S_NY-2015-CS-ST222,0,1,0,0","C341-S_NY-2015-CS-ST222,0,1,0,0",,,,C341-S_NY-2015-CS-ST222,#e6194B,COL#e6194B
C342-S_NY-2015-CS-ST222,#3c6ff8,COL#3c6ff8,,C342-S_NY-2015-CS-ST222,#800080,COL#800080,,C342-S_NY-2015-CS-ST222,#fabed4,COL#fabed4,,C342-S_NY-2015-CS-ST222,#525252,COL#525252,,C342-S_NY-2015-CS-ST222,0,0,0,0,0,0,"C342-S_NY-2015-CS-ST222,0,0,0,0,0,0","C342-S_NY-2015-CS-ST222,0,0,0,0,0,0",,C342-S_NY-2015-CS-ST222,0,1,0,0,,"C342-S_NY-2015-CS-ST222,0,1,0,0","C342-S_NY-2015-CS-ST222,0,1,0,0",,,,C342-S_NY-2015-CS-ST222,#e6194B,COL#e6194B
C343-S_NY-2012-CS-ST222,#3c6ff8,COL#3c6ff8,,C343-S_NY-2012-CS-ST222,#800080,COL#800080,,C343-S_NY-2012-CS-ST222,#fabed4,COL#fabed4,,C343-S_NY-2012-CS-ST222,#525252,COL#525252,,C343-S_NY-2012-CS-ST222,0,0,0,0,0,0,"C343-S_NY-2012-CS-ST222,0,0,0,0,0,0","C343-S_NY-2012-CS-ST222,0,0,0,0,0,0",,C343-S_NY-2012-CS-ST222,0,1,0,0,,"C343-S_NY-2012-CS-ST222,0,1,0,0","C343-S_NY-2012-CS-ST222,0,1,0,0",,,,C343-S_NY-2012-CS-ST222,#e6194B,COL#e6194B
C344-S_NY-2016-CS-ST222,#3c6ff8,COL#3c6ff8,,C344-S_NY-2016-CS-ST222,#800080,COL#800080,,C344-S_NY-2016-CS-ST222,#fabed4,COL#fabed4,,C344-S_NY-2016-CS-ST222,#525252,COL#525252,,C344-S_NY-2016-CS-ST222,0,0,0,0,0,0,"C344-S_NY-2016-CS-ST222,0,0,0,0,0,0","C344-S_NY-2016-CS-ST222,0,0,0,0,0,0",,C344-S_NY-2016-CS-ST222,0,1,0,0,,"C344-S_NY-2016-CS-ST222,0,1,0,0","C344-S_NY-2016-CS-ST222,0,1,0,0",,,,C344-S_NY-2016-CS-ST222,#e6194B,COL#e6194B
C345-S_MN-2018-CS-ST222,#3c6ff8,COL#3c6ff8,,C345-S_MN-2018-CS-ST222,#800080,COL#800080,,C345-S_MN-2018-CS-ST222,#911eb4,COL#911eb4,,C345-S_MN-2018-CS-ST222,#252525,COL#252525,,C345-S_MN-2018-CS-ST222,100,0,0,0,0,0,"C345-S_MN-2018-CS-ST222,100,0,0,0,0,0","C345-S_MN-2018-CS-ST222,100,0,0,0,0,0",,C345-S_MN-2018-CS-ST222,0,1,1,1,,"C345-S_MN-2018-CS-ST222,0,1,1,1","C345-S_MN-2018-CS-ST222,0,1,1,1",,,,C345-S_MN-2018-CS-ST222,#e6194B,COL#e6194B
C346-S_IN-2017-CS-STUNK,#e41a1c,COL#e41a1c,,C346-S_IN-2017-CS-STUNK,#800080,COL#800080,,C346-S_IN-2017-CS-STUNK,#e6194B,COL#e6194B,,C346-S_IN-2017-CS-STUNK,#252525,COL#252525,,C346-S_IN-2017-CS-STUNK,100,0,0,0,0,0,"C346-S_IN-2017-CS-STUNK,100,0,0,0,0,0","C346-S_IN-2017-CS-STUNK,100,0,0,0,0,0",,C346-S_IN-2017-CS-STUNK,0,1,0,0,,"C346-S_IN-2017-CS-STUNK,0,1,0,0","C346-S_IN-2017-CS-STUNK,0,1,0,0",,,,C346-S_IN-2017-CS-STUNK,#e6194B,COL#e6194B
C347-S_MN-2018-CS-STUNK,#e41a1c,COL#e41a1c,,C347-S_MN-2018-CS-STUNK,#800080,COL#800080,,C347-S_MN-2018-CS-STUNK,#911eb4,COL#911eb4,,C347-S_MN-2018-CS-STUNK,#252525,COL#252525,,C347-S_MN-2018-CS-STUNK,0,0,0,0,0,0,"C347-S_MN-2018-CS-STUNK,0,0,0,0,0,0","C347-S_MN-2018-CS-STUNK,0,0,0,0,0,0",,C347-S_MN-2018-CS-STUNK,0,1,0,0,,"C347-S_MN-2018-CS-STUNK,0,1,0,0","C347-S_MN-2018-CS-STUNK,0,1,0,0",,,,C347-S_MN-2018-CS-STUNK,#e6194B,COL#e6194B
C348-S_MN-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C348-S_MN-2019-CS-STUNK,#800080,COL#800080,,C348-S_MN-2019-CS-STUNK,#911eb4,COL#911eb4,,C348-S_MN-2019-CS-STUNK,#252525,COL#252525,,C348-S_MN-2019-CS-STUNK,0,0,0,0,0,0,"C348-S_MN-2019-CS-STUNK,0,0,0,0,0,0","C348-S_MN-2019-CS-STUNK,0,0,0,0,0,0",,C348-S_MN-2019-CS-STUNK,0,1,0,0,,"C348-S_MN-2019-CS-STUNK,0,1,0,0","C348-S_MN-2019-CS-STUNK,0,1,0,0",,,,C348-S_MN-2019-CS-STUNK,#e6194B,COL#e6194B
C349-S_MI-2018-CS-STUNK,#e41a1c,COL#e41a1c,,C349-S_MI-2018-CS-STUNK,#800080,COL#800080,,C349-S_MI-2018-CS-STUNK,#42d4f4,COL#42d4f4,,C349-S_MI-2018-CS-STUNK,#252525,COL#252525,,C349-S_MI-2018-CS-STUNK,0,0,0,0,0,0,"C349-S_MI-2018-CS-STUNK,0,0,0,0,0,0","C349-S_MI-2018-CS-STUNK,0,0,0,0,0,0",,C349-S_MI-2018-CS-STUNK,0,1,0,0,,"C349-S_MI-2018-CS-STUNK,0,1,0,0","C349-S_MI-2018-CS-STUNK,0,1,0,0",,,,C349-S_MI-2018-CS-STUNK,#e6194B,COL#e6194B
C350-S_MI-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C350-S_MI-2019-CS-STUNK,#800080,COL#800080,,C350-S_MI-2019-CS-STUNK,#42d4f4,COL#42d4f4,,C350-S_MI-2019-CS-STUNK,#252525,COL#252525,,C350-S_MI-2019-CS-STUNK,100,0,0,0,0,0,"C350-S_MI-2019-CS-STUNK,100,0,0,0,0,0","C350-S_MI-2019-CS-STUNK,100,0,0,0,0,0",,C350-S_MI-2019-CS-STUNK,0,1,0,0,,"C350-S_MI-2019-CS-STUNK,0,1,0,0","C350-S_MI-2019-CS-STUNK,0,1,0,0",,,,C350-S_MI-2019-CS-STUNK,#e6194B,COL#e6194B
C351-S_MI-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C351-S_MI-2019-CS-STUNK,#800080,COL#800080,,C351-S_MI-2019-CS-STUNK,#42d4f4,COL#42d4f4,,C351-S_MI-2019-CS-STUNK,#252525,COL#252525,,C351-S_MI-2019-CS-STUNK,100,0,0,0,0,0,"C351-S_MI-2019-CS-STUNK,100,0,0,0,0,0","C351-S_MI-2019-CS-STUNK,100,0,0,0,0,0",,C351-S_MI-2019-CS-STUNK,0,1,0,0,,"C351-S_MI-2019-CS-STUNK,0,1,0,0","C351-S_MI-2019-CS-STUNK,0,1,0,0",,,,C351-S_MI-2019-CS-STUNK,#e6194B,COL#e6194B
C352-S_MI-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C352-S_MI-2019-CS-STUNK,#800080,COL#800080,,C352-S_MI-2019-CS-STUNK,#42d4f4,COL#42d4f4,,C352-S_MI-2019-CS-STUNK,#252525,COL#252525,,C352-S_MI-2019-CS-STUNK,100,0,0,0,0,0,"C352-S_MI-2019-CS-STUNK,100,0,0,0,0,0","C352-S_MI-2019-CS-STUNK,100,0,0,0,0,0",,C352-S_MI-2019-CS-STUNK,0,1,0,0,,"C352-S_MI-2019-CS-STUNK,0,1,0,0","C352-S_MI-2019-CS-STUNK,0,1,0,0",,,,C352-S_MI-2019-CS-STUNK,#e6194B,COL#e6194B
C353-S_MI-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C353-S_MI-2019-CS-STUNK,#800080,COL#800080,,C353-S_MI-2019-CS-STUNK,#42d4f4,COL#42d4f4,,C353-S_MI-2019-CS-STUNK,#252525,COL#252525,,C353-S_MI-2019-CS-STUNK,0,0,0,0,0,0,"C353-S_MI-2019-CS-STUNK,0,0,0,0,0,0","C353-S_MI-2019-CS-STUNK,0,0,0,0,0,0",,C353-S_MI-2019-CS-STUNK,0,1,0,0,,"C353-S_MI-2019-CS-STUNK,0,1,0,0","C353-S_MI-2019-CS-STUNK,0,1,0,0",,,,C353-S_MI-2019-CS-STUNK,#e6194B,COL#e6194B
C354-S_NY-2018-CS-STUNK,#e41a1c,COL#e41a1c,,C354-S_NY-2018-CS-STUNK,#800080,COL#800080,,C354-S_NY-2018-CS-STUNK,#fabed4,COL#fabed4,,C354-S_NY-2018-CS-STUNK,#252525,COL#252525,,C354-S_NY-2018-CS-STUNK,0,0,0,0,0,0,"C354-S_NY-2018-CS-STUNK,0,0,0,0,0,0","C354-S_NY-2018-CS-STUNK,0,0,0,0,0,0",,C354-S_NY-2018-CS-STUNK,0,1,0,0,,"C354-S_NY-2018-CS-STUNK,0,1,0,0","C354-S_NY-2018-CS-STUNK,0,1,0,0",,,,C354-S_NY-2018-CS-STUNK,#e6194B,COL#e6194B
C355-S_NY-2018-CS-STUNK,#e41a1c,COL#e41a1c,,C355-S_NY-2018-CS-STUNK,#800080,COL#800080,,C355-S_NY-2018-CS-STUNK,#fabed4,COL#fabed4,,C355-S_NY-2018-CS-STUNK,#252525,COL#252525,,C355-S_NY-2018-CS-STUNK,0,0,0,0,0,0,"C355-S_NY-2018-CS-STUNK,0,0,0,0,0,0","C355-S_NY-2018-CS-STUNK,0,0,0,0,0,0",,C355-S_NY-2018-CS-STUNK,0,1,0,0,,"C355-S_NY-2018-CS-STUNK,0,1,0,0","C355-S_NY-2018-CS-STUNK,0,1,0,0",,,,C355-S_NY-2018-CS-STUNK,#e6194B,COL#e6194B
C356-S_NY-2018-CS-STUNK,#e41a1c,COL#e41a1c,,C356-S_NY-2018-CS-STUNK,#800080,COL#800080,,C356-S_NY-2018-CS-STUNK,#fabed4,COL#fabed4,,C356-S_NY-2018-CS-STUNK,#252525,COL#252525,,C356-S_NY-2018-CS-STUNK,100,0,0,0,0,0,"C356-S_NY-2018-CS-STUNK,100,0,0,0,0,0","C356-S_NY-2018-CS-STUNK,100,0,0,0,0,0",,C356-S_NY-2018-CS-STUNK,0,1,0,0,,"C356-S_NY-2018-CS-STUNK,0,1,0,0","C356-S_NY-2018-CS-STUNK,0,1,0,0",,,,C356-S_NY-2018-CS-STUNK,#e6194B,COL#e6194B
C357-S_NY-2018-CS-STUNK,#e41a1c,COL#e41a1c,,C357-S_NY-2018-CS-STUNK,#800080,COL#800080,,C357-S_NY-2018-CS-STUNK,#fabed4,COL#fabed4,,C357-S_NY-2018-CS-STUNK,#252525,COL#252525,,C357-S_NY-2018-CS-STUNK,100,0,0,0,0,0,"C357-S_NY-2018-CS-STUNK,100,0,0,0,0,0","C357-S_NY-2018-CS-STUNK,100,0,0,0,0,0",,C357-S_NY-2018-CS-STUNK,0,1,0,0,,"C357-S_NY-2018-CS-STUNK,0,1,0,0","C357-S_NY-2018-CS-STUNK,0,1,0,0",,,,C357-S_NY-2018-CS-STUNK,#e6194B,COL#e6194B
C358-S_NY-2018-CS-STUNK,#e41a1c,COL#e41a1c,,C358-S_NY-2018-CS-STUNK,#800080,COL#800080,,C358-S_NY-2018-CS-STUNK,#fabed4,COL#fabed4,,C358-S_NY-2018-CS-STUNK,#252525,COL#252525,,C358-S_NY-2018-CS-STUNK,0,0,0,0,0,0,"C358-S_NY-2018-CS-STUNK,0,0,0,0,0,0","C358-S_NY-2018-CS-STUNK,0,0,0,0,0,0",,C358-S_NY-2018-CS-STUNK,0,1,0,0,,"C358-S_NY-2018-CS-STUNK,0,1,0,0","C358-S_NY-2018-CS-STUNK,0,1,0,0",,,,C358-S_NY-2018-CS-STUNK,#e6194B,COL#e6194B
C359-S_MN-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C359-S_MN-2019-CS-STUNK,#800080,COL#800080,,C359-S_MN-2019-CS-STUNK,#911eb4,COL#911eb4,,C359-S_MN-2019-CS-STUNK,#252525,COL#252525,,C359-S_MN-2019-CS-STUNK,0,0,0,0,0,0,"C359-S_MN-2019-CS-STUNK,0,0,0,0,0,0","C359-S_MN-2019-CS-STUNK,0,0,0,0,0,0",,C359-S_MN-2019-CS-STUNK,0,1,0,0,,"C359-S_MN-2019-CS-STUNK,0,1,0,0","C359-S_MN-2019-CS-STUNK,0,1,0,0",,,,C359-S_MN-2019-CS-STUNK,#e6194B,COL#e6194B
C360-S_MN-2019-CS-STUNK,#d9d9d9,COL#d9d9d9,,C360-S_MN-2019-CS-STUNK,#800080,COL#800080,,C360-S_MN-2019-CS-STUNK,#911eb4,COL#911eb4,,C360-S_MN-2019-CS-STUNK,#252525,COL#252525,,C360-S_MN-2019-CS-STUNK,0,0,0,0,0,0,"C360-S_MN-2019-CS-STUNK,0,0,0,0,0,0","C360-S_MN-2019-CS-STUNK,0,0,0,0,0,0",,C360-S_MN-2019-CS-STUNK,0,2,0,0,,"C360-S_MN-2019-CS-STUNK,0,2,0,0","C360-S_MN-2019-CS-STUNK,0,2,0,0",,,,C360-S_MN-2019-CS-STUNK,#e6194B,COL#e6194B
C361-S_MN-2019-CS-STUNK,#d9d9d9,COL#d9d9d9,,C361-S_MN-2019-CS-STUNK,#800080,COL#800080,,C361-S_MN-2019-CS-STUNK,#911eb4,COL#911eb4,,C361-S_MN-2019-CS-STUNK,#252525,COL#252525,,C361-S_MN-2019-CS-STUNK,0,0,0,0,0,0,"C361-S_MN-2019-CS-STUNK,0,0,0,0,0,0","C361-S_MN-2019-CS-STUNK,0,0,0,0,0,0",,C361-S_MN-2019-CS-STUNK,0,1,1,0,,"C361-S_MN-2019-CS-STUNK,0,1,1,0","C361-S_MN-2019-CS-STUNK,0,1,1,0",,,,C361-S_MN-2019-CS-STUNK,#e6194B,COL#e6194B
C362-S_MN-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C362-S_MN-2019-CS-STUNK,#800080,COL#800080,,C362-S_MN-2019-CS-STUNK,#911eb4,COL#911eb4,,C362-S_MN-2019-CS-STUNK,#252525,COL#252525,,C362-S_MN-2019-CS-STUNK,0,0,0,0,0,100,"C362-S_MN-2019-CS-STUNK,0,0,0,0,0,100","C362-S_MN-2019-CS-STUNK,0,0,0,0,0,100",,C362-S_MN-2019-CS-STUNK,0,1,0,0,,"C362-S_MN-2019-CS-STUNK,0,1,0,0","C362-S_MN-2019-CS-STUNK,0,1,0,0",,,,C362-S_MN-2019-CS-STUNK,#e6194B,COL#e6194B
C363-S_MN-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C363-S_MN-2019-CS-STUNK,#800080,COL#800080,,C363-S_MN-2019-CS-STUNK,#911eb4,COL#911eb4,,C363-S_MN-2019-CS-STUNK,#252525,COL#252525,,C363-S_MN-2019-CS-STUNK,0,0,0,0,0,0,"C363-S_MN-2019-CS-STUNK,0,0,0,0,0,0","C363-S_MN-2019-CS-STUNK,0,0,0,0,0,0",,C363-S_MN-2019-CS-STUNK,0,1,0,0,,"C363-S_MN-2019-CS-STUNK,0,1,0,0","C363-S_MN-2019-CS-STUNK,0,1,0,0",,,,C363-S_MN-2019-CS-STUNK,#e6194B,COL#e6194B
C364-S_MN-2019-CS-STUNK,#e41a1c,COL#e41a1c,,C364-S_MN-2019-CS-STUNK,#800080,COL#800080,,C364-S_MN-2019-CS-STUNK,#911eb4,COL#911eb4,,C364-S_MN-2019-CS-STUNK,#252525,COL#252525,,C364-S_MN-2019-CS-STUNK,0,0,0,0,0,0,"C364-S_MN-2019-CS-STUNK,0,0,0,0,0,0","C364-S_MN-2019-CS-STUNK,0,0,0,0,0,0",,C364-S_MN-2019-CS-STUNK,0,1,0,0,,"C364-S_MN-2019-CS-STUNK,0,1,0,0","C364-S_MN-2019-CS-STUNK,0,1,0,0",,,,C364-S_MN-2019-CS-STUNK,#e6194B,COL#e6194B
C365-S_MN-2014-CS-ST227,#ffd966,COL#ffd966,,C365-S_MN-2014-CS-ST227,#800080,COL#800080,,C365-S_MN-2014-CS-ST227,#911eb4,COL#911eb4,,C365-S_MN-2014-CS-ST227,#252525,COL#252525,,C365-S_MN-2014-CS-ST227,0,0,0,0,0,0,"C365-S_MN-2014-CS-ST227,0,0,0,0,0,0","C365-S_MN-2014-CS-ST227,0,0,0,0,0,0",,C365-S_MN-2014-CS-ST227,0,1,0,0,,"C365-S_MN-2014-CS-ST227,0,1,0,0","C365-S_MN-2014-CS-ST227,0,1,0,0",,,,C365-S_MN-2014-CS-ST227,#e6194B,COL#e6194B
C366-S_MN-2016-CS-ST227,#ffd966,COL#ffd966,,C366-S_MN-2016-CS-ST227,#800080,COL#800080,,C366-S_MN-2016-CS-ST227,#911eb4,COL#911eb4,,C366-S_MN-2016-CS-ST227,#525252,COL#525252,,C366-S_MN-2016-CS-ST227,0,0,0,0,0,0,"C366-S_MN-2016-CS-ST227,0,0,0,0,0,0","C366-S_MN-2016-CS-ST227,0,0,0,0,0,0",,C366-S_MN-2016-CS-ST227,0,1,0,0,,"C366-S_MN-2016-CS-ST227,0,1,0,0","C366-S_MN-2016-CS-ST227,0,1,0,0",,,,C366-S_MN-2016-CS-ST227,#e6194B,COL#e6194B
C367-S_IN-2016-CS-ST289,#984ea3,COL#984ea3,,C367-S_IN-2016-CS-ST289,#800080,COL#800080,,C367-S_IN-2016-CS-ST289,#e6194B,COL#e6194B,,C367-S_IN-2016-CS-ST289,#252525,COL#252525,,C367-S_IN-2016-CS-ST289,100,0,0,0,0,0,"C367-S_IN-2016-CS-ST289,100,0,0,0,0,0","C367-S_IN-2016-CS-ST289,100,0,0,0,0,0",,C367-S_IN-2016-CS-ST289,0,1,1,0,,"C367-S_IN-2016-CS-ST289,0,1,1,0","C367-S_IN-2016-CS-ST289,0,1,1,0",,,,C367-S_IN-2016-CS-ST289,#e6194B,COL#e6194B
E155-O_OH-2013-OE-ST222,#3c6ff8,COL#3c6ff8,,E155-O_OH-2013-OE-ST222,#ff7f00,COL#ff7f00,,E155-O_OH-2013-OE-ST222,#ffd8b1,COL#ffd8b1,,E155-O_OH-2013-OE-ST222,#252525,COL#252525,,E155-O_OH-2013-OE-ST222,0,0,0,0,0,0,"E155-O_OH-2013-OE-ST222,0,0,0,0,0,0","E155-O_OH-2013-OE-ST222,0,0,0,0,0,0",,E155-O_OH-2013-OE-ST222,0,1,0,0,,"E155-O_OH-2013-OE-ST222,0,1,0,0","E155-O_OH-2013-OE-ST222,0,1,0,0",,,,E155-O_OH-2013-OE-ST222,#e6194B,COL#e6194B
E156-O_OH-2013-OE-ST222,#3c6ff8,COL#3c6ff8,,E156-O_OH-2013-OE-ST222,#ff7f00,COL#ff7f00,,E156-O_OH-2013-OE-ST222,#ffd8b1,COL#ffd8b1,,E156-O_OH-2013-OE-ST222,#525252,COL#525252,,E156-O_OH-2013-OE-ST222,0,0,0,0,0,0,"E156-O_OH-2013-OE-ST222,0,0,0,0,0,0","E156-O_OH-2013-OE-ST222,0,0,0,0,0,0",,E156-O_OH-2013-OE-ST222,0,1,0,0,,"E156-O_OH-2013-OE-ST222,0,1,0,0","E156-O_OH-2013-OE-ST222,0,1,0,0",,,,E156-O_OH-2013-OE-ST222,#e6194B,COL#e6194B
E157-O_OH-2013-OE-ST222,#3c6ff8,COL#3c6ff8,,E157-O_OH-2013-OE-ST222,#ff7f00,COL#ff7f00,,E157-O_OH-2013-OE-ST222,#ffd8b1,COL#ffd8b1,,E157-O_OH-2013-OE-ST222,#525252,COL#525252,,E157-O_OH-2013-OE-ST222,0,0,0,0,0,0,"E157-O_OH-2013-OE-ST222,0,0,0,0,0,0","E157-O_OH-2013-OE-ST222,0,0,0,0,0,0",,E157-O_OH-2013-OE-ST222,0,1,0,0,,"E157-O_OH-2013-OE-ST222,0,1,0,0","E157-O_OH-2013-OE-ST222,0,1,0,0",,,,E157-O_OH-2013-OE-ST222,#e6194B,COL#e6194B
