,C165-O_OH-2013-OC-ST222,C166-O_OH-2013-OC-ST1742,C167-S_MI-2015-CS-ST213,C168-S_MI-2015-CS-ST213,C169-S_MI-2015-CS-ST213,C170-S_MI-2016-CS-ST222,C171-O_MI-2010-OC-ST222,C172-S_CT-2006-CS-ST213,C173-S_NY-2009-CS-ST222,C174-O_MD-2009-OC-ST222,C175-S_IN-2009-CS-ST222,C176-S_RI-2005-CS-ST213,C177-S_IL-2006-CS-ST213,C178-S_CT-2006-CS-ST213,C179-S_ME-2007-CS-ST213,C181-S_IL-2006-CS-ST222,C182-S_IL-2006-CS-ST222,C183-S_NY-2009-CS-ST222,C184-S_IN-2006-CS-ST289,C185-S_NY-2006-CS-ST289,C186-S_OH-2009-CS-ST222,C187-S_RI-2010-CS-ST213,C188-S_WI-2012-CS-ST213,C189-S_WI-2012-CS-ST213,C190-S_PA-2013-CS-ST213,C191-S_IL-2011-CS-ST222,C192-S_RI-2012-CS-ST222,C193-S_IL-2012-CS-ST222,C194-S_WI-2012-CS-ST222,C195-S_MI-2016-CS-ST222,C196-S_MI-2016-CS-ST222,C197-S_CO-2011-CS-ST222,C198-S_CT-2005-CS-ST276,C199-S_PA-2012-CS-ST213,C200-S_PA-2013-CS-ST213,C201-S_PA-2013-CS-ST222,C202-S_WI-2013-CS-ST213,C203-S_WI-2013-CS-ST213,C204-S_MA-2013-CS-ST213,C205-S_IL-2013-CS-ST213,C206-S_WI-2013-CS-ST213,C207-S_WI-2013-CS-ST222,C208-S_MA-2013-CS-ST222,C209-S_MA-2013-CS-ST222,C210-S_IL-2013-CS-ST222,C211-S_IL-2014-CS-ST222,C212-S_IN-2016-CS-ST222,C213-S_PA-2016-CS-ST222,C214-S_NY-2015-CS-ST289,C215-S_OH-1992-CS-ST213,C216-S_IL-1996-CS-ST213,C217-S_OH-2001-CS-ST213,C218-S_RI-2003-CS-ST213,C219-S_OH-2003-CS-ST213,C220-S_RI-2004-CS-ST213,C221-S_CT-2001-CS-ST222,C222-S_OH-2001-CS-ST222,C223-S_VT-2002-CS-ST222,C224-S_OH-2002-CS-ST222,C225-S_IL-2003-CS-ST222,C226-S_IL-2004-CS-ST222,C227-S_OH-1997-CS-ST213,C228-S_PA-1998-CS-ST222,C229-S_OH-2000-CS-ST222,C230-S_MO-2018-CS-ST222,C231-S_IN-2018-CS-ST222,C232-S_OH-2018-CS-STUNK,C233-S_OH-2018-CS-ST222,C234-S_WI-2018-CS-STUNK,C235-S_RI-2019-CS-ST222,C236-S_IN-2019-CS-STUNK,C237-O_NJ-2019-OC-ST222,C238-O_OH-2019-OC-ST222,C239-S_OH-2019-CS-STUNK,C240-S_IL-2019-CS-ST222,C241-S_OH-2019-CS-STUNK,C242-S_OH-2019-CS-ST222,C243-S_OH-2019-CS-ST213,C244-S_OH-2019-CS-ST213,C245-S_OH-2019-CS-STUNK,C246-S_OH-2020-CS-ST213,C247-S_NY-2013-CS-ST213,C248-S_MI-2007-CS-ST213,C249-S_MN-2005-CS-ST213,C250-S_MN-2005-CS-ST213,C251-S_MN-2008-CS-ST213,C252-S_MN-2008-CS-ST213,C253-S_MN-2015-CS-ST213,C254-S_MN-2017-CS-ST213,C255-S_MN-2017-CS-ST213,C256-S_MN-2018-CS-ST213,C257-S_IN-2019-CS-ST213,C258-S_MI-2012-CS-ST213,C259-S_MI-2013-CS-ST213,C260-S_MI-2013-CS-ST213,C261-S_MI-2013-CS-ST213,C262-S_MI-2013-CS-ST213,C263-S_MI-2014-CS-ST213,C264-S_MI-2016-CS-ST213,C265-S_MI-2017-CS-ST213,C266-S_MI-2018-CS-ST213,C267-S_MI-2019-CS-ST213,C268-S_MI-2019-CS-ST213,C269-S_MI-2019-CS-ST213,C270-S_NY-2016-CS-ST213,C271-S_NY-2017-CS-ST213,C272-S_NY-2017-CS-ST213,C273-S_NY-2018-CS-ST213,C275-S_MA-2007-CS-ST213,C276-S_MA-2011-CS-ST213,C277-S_NY-2017-CS-ST213,C278-S_NY-2013-CS-ST213,C279-S_NY-2016-CS-ST213,C280-S_MN-2008-CS-ST213,C281-S_MN-2018-CS-ST213,C282-S_MN-2018-CS-ST213,C283-S_MN-2018-CS-ST213,C284-S_MN-2018-CS-ST213,C285-S_MN-2019-CS-ST213,C286-S_MN-2019-CS-ST213,C287-S_MN-2019-CS-ST213,C288-S_MN-2019-CS-ST213,C290-S_CO-2018-CS-ST222,C291-O_OH-2013-OC-ST222,C292-S_IN-2018-CS-ST222,C293-S_MN-2013-CS-ST222,C294-S_MN-2019-CS-ST222,C295-S_MN-2019-CS-ST222,C296-S_MI-2010-CS-ST222,C297-S_MI-2013-CP-ST222,C298-S_MI-2013-CP-ST222,C299-S_MI-2013-CP-ST222,C300-S_MI-2013-CS-ST222,C301-S_MI-2013-CS-ST222,C302-S_MI-2013-CS-ST222,C303-S_MI-2013-CS-ST222,C304-S_MI-2014-CS-ST222,C305-S_MI-2015-CS-ST222,C306-S_MI-2015-CS-ST222,C307-S_MI-2016-CS-ST222,C308-S_MI-2016-CS-ST222,C309-S_MI-2016-CS-ST222,C310-S_MI-2017-CS-ST222,C311-S_MI-2018-CS-ST222,C312-S_MI-2018-CS-ST222,C313-S_MI-2018-CS-ST222,C314-S_MI-2018-CS-ST222,C315-S_MI-2018-CS-ST222,C316-S_MI-2019-CS-ST222,C317-S_MI-2019-CS-ST222,C318-S_MI-2019-CS-ST222,C319-S_MI-2019-CS-ST222,C320-S_MI-2019-CS-ST222,C321-S_MI-2020-CS-ST222,C322-S_CO-2011-CS-ST222,C323-S_CO-2017-CS-ST222,C324-S_CO-2018-CS-ST222,C325-S_NY-2016-CS-ST222,C326-S_NY-2016-CS-ST222,C327-S_NY-2016-CS-ST222,C328-S_NY-2017-CS-ST222,C329-S_NY-2017-CS-ST222,C330-S_NY-2017-CS-ST222,C331-S_NY-2017-CS-ST222,C332-S_NY-2017-CS-ST222,C333-S_NY-2017-CS-ST222,C334-S_NY-2017-CS-ST222,C335-S_NY-2017-CS-ST222,C336-S_NY-2017-CS-ST222,C337-S_NY-2017-CS-ST222,C338-S_NY-2016-CS-ST222,C339-S_NY-2018-CS-ST222,C340-S_NY-2017-CS-ST222,C341-S_NY-2015-CS-ST222,C342-S_NY-2015-CS-ST222,C343-S_NY-2012-CS-ST222,C344-S_NY-2016-CS-ST222,C345-S_MN-2018-CS-ST222,C346-S_IN-2017-CS-STUNK,C347-S_MN-2018-CS-STUNK,C348-S_MN-2019-CS-STUNK,C349-S_MI-2018-CS-STUNK,C350-S_MI-2019-CS-STUNK,C351-S_MI-2019-CS-STUNK,C352-S_MI-2019-CS-STUNK,C353-S_MI-2019-CS-STUNK,C354-S_NY-2018-CS-STUNK,C355-S_NY-2018-CS-STUNK,C356-S_NY-2018-CS-STUNK,C357-S_NY-2018-CS-STUNK,C358-S_NY-2018-CS-STUNK,C359-S_MN-2019-CS-STUNK,C360-S_MN-2019-CS-STUNK,C361-S_MN-2019-CS-STUNK,C362-S_MN-2019-CS-STUNK,C363-S_MN-2019-CS-STUNK,C364-S_MN-2019-CS-STUNK,C365-S_MN-2014-CS-ST227,C366-S_MN-2016-CS-ST227,C367-S_IN-2016-CS-ST289,E155-O_OH-2013-OE-ST222,E156-O_OH-2013-OE-ST222,E157-O_OH-2013-OE-ST222,E159-O_OH-2013-OE-ST222,E160-O_OH-2013-OE-ST222,E161-O_MI-2010-OE-ST222,E162-O_MI-2010-OE-ST222,E163-O_MI-2010-OE-ST222,E164-O_MI-2010-OE-ST222,E165-O_VT-2002-OE-ST222,E166-O_VT-2002-OE-ST222,E167-O_MD-2009-OE-ST222,E168-O_MD-2009-OE-ST222,E169-O_MD-2009-OE-ST222,E170-O_MD-2009-OE-ST222,E171-O_MD-2009-OE-ST222,E172-O_PA-2009-OE-ST222,E173-O_IL-2018-OE-ST213,E174-O_OH-2013-OE-ST222,U1-U_MA-UNK-UNK-STUNK,U11-U_NY-Unknown-UNK-STUNK,U12-U_NY-Unknown-UNK-ST2517,U2-U_MA-2016-UNK-ST213,U3-U_MA-UNK-UNK-STUNK,U4-U_MA-UNK-UNK-STUNK,U5-U_MA-UNK-UNK-STUNK,U6-U_MA-UNK-UNK-STUNK,U7-U_MN-2018-UNK-ST213,U8-U_NY-Unknown-UNK-ST213,U9-U_MI-2016-UNK-ST222
C325-S_NY-2016-CS-ST222,99.8319,99.8311,99.8228,99.8019,99.7635,99.8938,99.8972,99.8159,99.92,99.9914,99.8537,99.8205,99.7289,99.8181,99.8134,99.8862,99.8285,99.9028,99.6294,99.679,99.8455,99.8054,99.7285,99.588,99.7111,99.9775,99.9384,99.8287,99.802,99.8862,99.7786,99.964,99.5111,99.7073,99.7052,99.8002,99.713,99.7567,99.7873,99.6122,99.6999,99.8846,99.9085,99.9341,99.9415,99.9263,99.8166,99.8319,99.71,99.7717,99.6883,99.7161,99.7558,99.7176,99.8203,99.9031,99.9261,99.9719,99.8982,99.8642,99.9647,99.6815,99.9378,99.8673,99.8554,99.7828,99.7906,99.7973,99.6255,99.9566,99.7601,99.8739,99.8895,99.6924,99.7718,99.7329,99.8693,99.7413,99.742,99.76,99.729,99.7586,99.822,99.7416,99.7458,99.8265,99.6955,99.7614,99.7218,99.8219,99.7944,99.7015,99.71,99.7514,99.7043,99.6983,99.7096,99.77,99.7413,99.7966,99.6561,99.8283,99.7839,99.8268,99.7334,99.7912,99.8229,99.7724,99.8033,99.8299,99.8223,99.8265,99.6918,99.7707,99.7359,99.7928,99.839,99.7028,99.8368,99.8024,99.7346,99.7189,99.8184,99.8281,99.8053,99.8515,99.8536,99.7744,99.9412,99.7823,99.784,99.8944,99.8636,99.8617,99.8923,99.9239,99.8795,99.8948,99.853,99.8974,99.9516,99.9114,99.76,99.8476,99.9175,99.8596,99.8105,99.8611,99.95,99.9523,99.7795,99.8896,99.7863,99.8753,99.9635,99.9349,99.8498,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C326-S_NY-2016-CS-ST222,99.9318,99.932,99.8167,99.8301,99.8417,99.9065,99.9035,99.8099,99.9517,99.9914,99.8503,99.8169,99.7818,99.8112,99.8111,99.9116,99.8637,99.908,99.7175,99.7162,99.8885,99.8209,99.779,99.7539,99.7852,99.9783,99.9439,99.9059,99.8947,99.9048,99.7766,99.9692,99.5087,99.7826,99.7855,99.8924,99.7726,99.7244,99.8146,99.7788,99.7256,99.8424,99.8879,99.9416,99.9399,99.8847,99.8475,99.8698,99.7484,99.7366,99.7585,99.7788,99.7404,99.7653,99.8144,99.9519,99.9697,99.9692,99.911,99.8169,99.9669,99.7799,99.945,99.8955,99.8506,99.8467,99.8157,99.8882,99.6802,99.959,99.7654,99.838,99.887,99.7839,99.8089,99.8003,99.8928,99.7903,99.7955,99.8069,99.8379,99.7434,99.8511,99.7907,99.7954,99.8264,99.7706,99.7529,99.7472,99.8233,99.8111,99.7823,99.7828,99.7985,99.7771,99.7935,99.7821,99.8128,99.7547,99.8249,99.7452,99.7923,99.7626,99.8237,99.7635,99.8277,99.8122,99.7528,99.8296,99.8278,99.7838,99.8241,99.7632,99.7756,99.755,99.8278,99.7931,99.7558,99.8434,99.7918,99.7521,99.7409,99.8757,99.9275,99.844,99.8492,99.8945,99.8883,99.9342,99.8301,99.8285,99.897,99.8464,99.8695,99.9023,99.922,99.857,99.8762,99.8715,99.9047,99.9494,99.8943,99.7873,99.9109,99.9005,99.9101,99.8639,99.8969,99.9416,99.9419,99.8659,99.8297,99.8684,99.8697,99.9633,99.9373,99.913,99.9525,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C327-S_NY-2016-CS-ST222,99.8817,99.8793,99.8379,99.8094,99.8294,99.9448,99.9709,99.8142,99.9248,99.9941,99.9071,99.8367,99.838,99.8175,99.8179,99.9314,99.9127,99.964,99.7371,99.7611,99.9111,99.8175,99.7379,99.7233,99.8159,99.9809,99.9642,99.9129,99.8564,99.9439,99.7841,99.9616,99.5607,99.8153,99.8165,99.8577,99.8263,99.8547,99.8332,99.7467,99.8623,99.9466,99.9413,99.9641,99.9449,99.9848,99.8683,99.8568,99.7168,99.8353,99.8507,99.8233,99.8396,99.8366,99.8355,99.9616,99.9258,99.9645,99.945,99.9885,99.9631,99.7906,99.965,99.9422,99.9076,99.9052,99.849,99.8608,99.7665,99.9828,99.8176,99.9539,99.9444,99.8159,99.8305,99.8419,99.9382,99.7892,99.8552,99.8319,99.7913,99.8183,99.8295,99.7481,99.7508,99.8333,99.8163,99.8315,99.8307,99.8283,99.8212,99.808,99.8421,99.8578,99.8146,99.8053,99.8129,99.787,99.7611,99.8044,99.7755,99.8334,99.8357,99.8308,99.8129,99.7971,99.8315,99.8342,99.8337,99.834,99.8267,99.8299,99.8164,99.7943,99.8355,99.8012,99.8494,99.8365,99.8319,99.8155,99.8587,99.7912,99.8733,99.8751,99.9015,99.9087,99.9083,99.91,99.9795,99.9374,99.9359,99.9451,99.9388,99.9108,99.9423,99.9244,99.9788,99.9715,99.9386,99.9453,99.9331,99.9901,99.7693,99.9171,99.9619,99.87,99.9558,99.9401,99.961,99.9634,99.8556,99.9657,99.8585,99.9586,99.96,99.9441,99.9059,99.9889,99.9802,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C328-S_NY-2017-CS-ST222,99.8659,99.8654,99.7938,99.663,99.6685,99.8359,99.8597,99.7298,99.8969,99.9353,99.8083,99.6889,99.7376,99.713,99.6719,99.8517,99.9331,99.8921,99.6483,99.6896,99.7989,99.6612,99.6104,99.6498,99.7159,99.9441,99.8881,99.8986,99.8343,99.8514,99.6372,99.8648,99.4784,99.734,99.713,99.853,99.7316,99.7229,99.6918,99.6676,99.6965,99.7695,99.8583,99.8664,99.833,99.8328,99.8089,99.7243,99.629,99.7688,99.7771,99.7402,99.7354,99.7632,99.6918,99.8513,99.8417,99.8667,99.8736,99.9134,99.8878,99.7073,99.8671,99.8828,99.8088,99.8138,99.7324,99.853,99.5243,99.8782,99.6957,99.8632,99.8529,99.7135,99.8098,99.7037,99.8666,99.735,99.7595,99.6761,99.6989,99.7176,99.6483,99.6819,99.655,99.7079,99.7245,99.6949,99.6727,99.7166,99.6569,99.706,99.7341,99.7605,99.7108,99.7101,99.7127,99.7193,99.6435,99.6611,99.7404,99.6328,99.7555,99.6874,99.7213,99.6645,99.8039,99.7364,99.717,99.686,99.65,99.6848,99.7187,99.6656,99.671,99.6742,99.7371,99.676,99.7227,99.6494,99.6934,99.6526,99.8173,99.8626,99.8132,99.8277,99.7341,99.8781,99.9371,99.8472,99.8459,99.8606,99.8104,99.8051,99.8346,99.8931,99.8835,99.8815,99.7833,99.8389,99.9089,99.8725,99.6115,99.7603,99.885,99.7805,99.8256,99.8566,99.9394,99.9191,99.8689,99.8547,99.8507,99.8592,99.8565,99.8236,99.8556,99.8331,99.8376,99.8979,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C329-S_NY-2017-CS-ST222,99.984,99.983,99.8509,99.8372,99.81,99.9873,99.9915,99.8191,99.9782,99.9665,99.8945,99.8354,99.8199,99.8202,99.8242,99.9782,99.9074,99.9723,99.7715,99.7447,99.9701,99.8479,99.7811,99.8496,99.8433,99.9808,99.9462,99.9684,99.9656,99.958,99.7848,99.9151,99.5575,99.8443,99.8414,99.9655,99.8103,99.8523,99.8151,99.8433,99.8023,99.9404,99.9418,99.9204,99.8727,99.9799,99.8956,99.8991,99.7175,99.8122,99.787,99.8336,99.821,99.8379,99.8116,99.9097,99.9326,99.9429,99.9901,99.8666,99.9471,99.8368,99.9446,99.9409,99.9221,99.891,99.793,99.9645,99.733,99.9309,99.7773,99.9706,99.9342,99.8424,99.8881,99.8401,99.9612,99.8407,99.8567,99.8253,99.808,99.8355,99.8114,99.7992,99.8016,99.8359,99.8474,99.8374,99.8195,99.8134,99.809,99.8383,99.8451,99.8422,99.8269,99.8471,99.8224,99.7977,99.7878,99.8158,99.8578,99.8374,99.844,99.8345,99.8617,99.8343,99.8395,99.8435,99.8365,99.8411,99.8108,99.836,99.8367,99.7731,99.8023,99.8356,99.8296,99.8322,99.8186,99.8347,99.8137,99.7934,99.9144,99.9809,99.9115,99.9202,99.9249,99.9605,99.9348,99.923,99.9224,99.992,99.965,99.957,99.9872,99.9256,99.9598,99.9533,99.9893,99.9921,99.959,99.9483,99.8342,99.8971,99.9944,99.9191,99.9777,99.9915,99.97,99.9682,99.9699,99.9896,99.9724,99.9196,99.9386,99.8968,99.9492,99.9164,99.8967,99.9616,99.8632,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C330-S_NY-2017-CS-ST222,99.9848,99.9799,99.8261,99.813,99.8231,99.9629,99.9896,99.7929,99.9525,99.9876,99.9192,99.8108,99.8488,99.7932,99.7977,99.978,99.9143,99.9728,99.7737,99.7435,99.9451,99.8228,99.7589,99.825,99.8174,99.9799,99.9208,99.9682,99.9386,99.9365,99.759,99.9372,99.5584,99.8203,99.8194,99.9422,99.8352,99.8511,99.8362,99.8426,99.8017,99.9442,99.9176,99.9418,99.8971,99.9791,99.8958,99.8531,99.7177,99.7887,99.7999,99.8355,99.8263,99.8142,99.8361,99.9324,99.9092,99.9171,99.9663,99.9046,99.9206,99.8313,99.917,99.914,99.8962,99.9171,99.7932,99.9346,99.7553,99.927,99.7718,99.968,99.9329,99.8181,99.8628,99.8566,99.9602,99.8437,99.858,99.7991,99.8058,99.8065,99.8323,99.7776,99.7737,99.811,99.8352,99.8151,99.8428,99.815,99.8312,99.811,99.8427,99.8662,99.8498,99.8486,99.8441,99.7977,99.7605,99.8359,99.8307,99.8076,99.819,99.8063,99.8368,99.8122,99.8152,99.817,99.8101,99.8126,99.8115,99.8109,99.8119,99.7725,99.8266,99.8104,99.8308,99.8055,99.8377,99.8059,99.8114,99.8039,99.9169,99.9784,99.9138,99.8962,99.9212,99.9823,99.9309,99.9266,99.9269,99.9664,99.9629,99.9294,99.9874,99.9475,99.9583,99.9551,99.9637,99.9657,99.9598,99.9695,99.8092,99.9066,99.9685,99.892,99.9769,99.9618,99.9413,99.9415,99.9725,99.9849,99.9465,99.8922,99.9383,99.8711,99.9512,99.9389,99.9208,99.9841,99.8576,99.9655,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C331-S_NY-2017-CS-ST222,99.9849,99.9853,99.8565,99.8392,99.839,99.9951,99.994,99.822,99.981,99.9953,99.923,99.8407,99.8712,99.8236,99.8257,99.9824,99.9408,99.9911,99.8006,99.7483,99.9736,99.8527,99.7871,99.8516,99.848,99.986,99.9509,99.9731,99.9688,99.9655,99.7884,99.9455,99.5872,99.8469,99.8491,99.971,99.8556,99.8533,99.8447,99.8454,99.8042,99.9466,99.9449,99.9455,99.9016,99.9827,99.9232,99.8965,99.7407,99.8158,99.8115,99.8635,99.8457,99.8416,99.8387,99.9388,99.9344,99.9461,99.9929,99.9131,99.9476,99.8632,99.9495,99.9441,99.9259,99.9216,99.7937,99.9655,99.7599,99.9418,99.8036,99.9743,99.9623,99.8474,99.8942,99.8669,99.9914,99.8472,99.8701,99.8315,99.811,99.8381,99.8376,99.8048,99.8054,99.8391,99.8635,99.842,99.847,99.8452,99.8351,99.8406,99.848,99.8688,99.8543,99.8615,99.85,99.8337,99.7909,99.8411,99.8617,99.8387,99.8466,99.8337,99.8645,99.8382,99.8429,99.8472,99.8392,99.8446,99.8195,99.8383,99.8399,99.7963,99.8306,99.8405,99.8384,99.8341,99.8465,99.8388,99.8417,99.8203,99.9593,99.9845,99.9209,99.9266,99.9294,99.9896,99.9641,99.9708,99.9692,99.9946,99.9907,99.9585,99.991,99.9536,99.9648,99.9752,99.9924,99.9937,99.9882,99.9736,99.8399,99.9259,99.9963,99.9189,99.9915,99.992,99.9723,99.9708,99.9742,99.987,99.9735,99.9244,99.9447,99.8979,99.9557,99.9446,99.9276,99.9915,99.8873,99.9926,99.9985,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C332-S_NY-2017-CS-ST222,99.8879,99.8872,99.8529,99.8306,99.8109,99.9657,99.9647,99.7991,99.9474,99.9711,99.9103,99.8572,99.8092,99.803,99.8395,99.9398,99.8616,99.9758,99.7416,99.7162,99.9365,99.8452,99.7587,99.7591,99.8458,99.982,99.9474,99.9365,99.877,99.9323,99.8047,99.9185,99.5683,99.8458,99.845,99.8758,99.8184,99.8612,99.8334,99.7547,99.8084,99.9483,99.9551,99.9235,99.884,99.9906,99.8461,99.8605,99.7062,99.8161,99.788,99.8061,99.8335,99.8513,99.8353,99.9135,99.9113,99.948,99.9718,99.9057,99.9501,99.804,99.9486,99.921,99.9307,99.9038,99.7967,99.8816,99.7404,99.9337,99.7654,99.9804,99.9158,99.8444,99.8548,99.8139,99.9218,99.7916,99.8475,99.8543,99.7723,99.8492,99.8044,99.7724,99.7713,99.8551,99.8296,99.8541,99.8316,99.8256,99.8186,99.8405,99.8455,99.8306,99.8206,99.8126,99.8234,99.774,99.7854,99.8031,99.8086,99.8563,99.85,99.853,99.8446,99.8194,99.8509,99.8571,99.8558,99.8535,99.8277,99.8528,99.8458,99.7954,99.8159,99.8233,99.8452,99.8453,99.8401,99.8355,99.828,99.7935,99.8871,99.8839,99.9277,99.9305,99.9047,99.9082,99.9398,99.923,99.9247,99.9586,99.9386,99.9266,99.9606,99.9282,99.9629,99.9532,99.9627,99.9658,99.9284,99.9499,99.7873,99.9175,99.9786,99.8887,99.9534,99.9633,99.9742,99.9743,99.8667,99.9634,99.8705,99.9261,99.9429,99.91,99.9176,99.9244,99.9117,99.9675,99.8161,99.9767,99.9555,99.9814,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C333-S_NY-2017-CS-ST222,99.9018,99.8997,99.8158,99.7525,99.774,99.8917,99.8974,99.7213,99.8834,99.9302,99.8918,99.828,99.8325,99.7244,99.8099,99.9142,99.8843,99.9535,99.685,99.6466,99.858,99.7743,99.7251,99.7802,99.7736,99.9636,99.91,99.9072,99.8981,99.8929,99.7696,99.8888,99.5733,99.7733,99.7691,99.9029,99.8311,99.8356,99.8292,99.7764,99.7571,99.8828,99.9285,99.8889,99.8531,99.9593,99.8628,99.788,99.6648,99.7807,99.7822,99.7465,99.852,99.8385,99.8321,99.8748,99.8424,99.9079,99.8958,99.8688,99.9121,99.7447,99.9096,99.8397,99.9133,99.9103,99.7777,99.8988,99.721,99.9184,99.689,99.9309,99.8606,99.7704,99.8659,99.7486,99.8794,99.8102,99.8507,99.8269,99.7177,99.8242,99.7327,99.7747,99.7759,99.8283,99.7842,99.8355,99.8388,99.823,99.7417,99.7709,99.7741,99.8086,99.7509,99.7669,99.7513,99.7383,99.7126,99.7293,99.8064,99.8284,99.8363,99.8249,99.7721,99.7463,99.8261,99.8347,99.8322,99.8218,99.8016,99.823,99.7764,99.7871,99.8007,99.7619,99.83,99.8226,99.8117,99.7604,99.8074,99.7499,99.9099,99.9199,99.9106,99.9145,99.8108,99.9025,99.9111,99.9289,99.9264,99.8967,99.8721,99.8601,99.8947,99.8876,99.9423,99.9466,99.8951,99.894,99.8503,99.9298,99.7879,99.9248,99.9589,99.8877,99.9004,99.8929,99.9429,99.9417,99.8675,99.905,99.8926,99.8934,99.8879,99.8369,99.9243,99.7955,99.8787,99.8402,99.8159,99.9552,99.961,99.9827,99.874,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C334-S_NY-2017-CS-ST222,99.9003,99.8963,99.8269,99.6976,99.7044,99.8746,99.9054,99.7632,99.9254,99.962,99.8514,99.7217,99.7875,99.7411,99.704,99.8909,99.9638,99.9278,99.6798,99.7185,99.8298,99.7004,99.6405,99.6802,99.752,99.9763,99.918,99.9449,99.8762,99.8825,99.6702,99.8979,99.5134,99.7767,99.7554,99.8998,99.7489,99.7187,99.7186,99.6958,99.7413,99.8137,99.9012,99.8953,99.8782,99.862,99.8562,99.754,99.6682,99.8003,99.8093,99.7671,99.7794,99.7978,99.7219,99.8823,99.8867,99.8941,99.9069,99.945,99.9196,99.7379,99.8925,99.9127,99.8509,99.8705,99.7729,99.8925,99.5527,99.9088,99.7249,99.9073,99.8827,99.7544,99.8534,99.7385,99.8967,99.7771,99.801,99.7022,99.7278,99.765,99.6797,99.7042,99.6716,99.7426,99.7519,99.7314,99.7097,99.7848,99.6868,99.7439,99.7782,99.8039,99.7492,99.7539,99.7571,99.7232,99.6876,99.6931,99.7684,99.6643,99.7984,99.7164,99.7524,99.6953,99.8475,99.7729,99.7507,99.7217,99.682,99.716,99.7668,99.697,99.7162,99.7096,99.7705,99.7168,99.7611,99.6827,99.7338,99.6856,99.8818,99.8911,99.8651,99.8769,99.7609,99.909,99.9642,99.9055,99.9047,99.9029,99.8586,99.8433,99.8771,99.924,99.9252,99.9232,99.872,99.8797,99.953,99.9099,99.6458,99.8026,99.9334,99.8135,99.8709,99.9006,99.9699,99.9437,99.907,99.8972,99.8857,99.8922,99.9124,99.8524,99.8957,99.8616,99.877,99.9328,99.9284,99.9074,99.9123,99.9342,99.857,99.8654,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C335-S_NY-2017-CS-ST222,99.8565,99.853,99.7803,99.7834,99.8041,99.9452,99.9446,99.7581,99.9178,99.9605,99.9216,99.8176,99.8199,99.7624,99.7995,99.9426,99.7665,99.9498,99.7389,99.6678,99.8722,99.8026,99.7203,99.7229,99.8153,99.9614,99.9096,99.8675,99.8352,99.9123,99.7655,99.9317,99.5568,99.815,99.8145,99.8364,99.8388,99.7765,99.8172,99.7188,99.8063,99.9337,99.9191,99.9338,99.8835,99.9856,99.8579,99.8204,99.6838,99.7769,99.766,99.8065,99.8074,99.8131,99.8209,99.8864,99.8691,99.9056,99.9447,99.9184,99.9111,99.8026,99.9098,99.88,99.8961,99.895,99.7382,99.8392,99.7365,99.9207,99.758,99.9449,99.8947,99.8143,99.7617,99.8234,99.9453,99.775,99.8614,99.7941,99.7422,99.809,99.7844,99.7321,99.7328,99.8175,99.8321,99.8183,99.8171,99.816,99.8273,99.8065,99.8151,99.8681,99.8405,99.818,99.841,99.7568,99.7456,99.8072,99.751,99.818,99.8132,99.8158,99.8196,99.7805,99.8089,99.8199,99.8189,99.8181,99.819,99.8124,99.7607,99.7782,99.8275,99.7804,99.8296,99.8067,99.7885,99.7457,99.8386,99.7908,99.8612,99.8723,99.8919,99.8943,99.8877,99.9297,99.96,99.9076,99.9127,99.9404,99.9444,99.9132,99.9464,99.9464,99.9204,99.9395,99.9449,99.9461,99.9189,99.9323,99.7527,99.8886,99.9628,99.8525,99.9555,99.9439,99.9448,99.9435,99.8517,99.9661,99.8342,99.8942,99.9098,99.8061,99.8932,99.906,99.8612,99.9861,99.737,99.9633,99.985,99.9887,99.9704,99.8482,99.8117,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
